index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2,model,category,lifespan,anAge,time,goldenrecordImages,periodstart,periodend,goldenrecordImagePath,DemolitionDate,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,Imperative,PromptTemplate,currentState,place,suggestion,image_path,exp_label_1,exp_label_2,label_1,label_2,label_3,maj
1647,realistic age,,Produce,,,Kiang,Produce a photorealistic image of a Kiang that is 15.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Kiang'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Kiang that is 15.0 years old.'? Is the correct temporal knowledge applied (i.e. 150 years old)? Just reply with 'yes' or 'no'.,blackforest,Animals,20.0,30.1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Equus%20kiang%20holdereri02.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Animals_1647.png,0,0,0.0,1.0,1,0.0
675,realistic age,,Create,,,Chimpanzee,Create a photorealistic image of a Chimpanzee that is 34.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Chimpanzee'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Chimpanzee that is 34.0 years old.'? Is the correct temporal knowledge applied (i.e. 340 years old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,50.0,68.0,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Gombe%20Stream%20NP%20Beute.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lightmatter%20chimp.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/013%20Alpha%20male%20chimpanzee%20at%20Kibale%20forest%20National%20Park%20Photo%20by%20Giles%20Laurent.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_675.png,1,1,0.0,0.0,1,1.0
1225,unrealistic age,,Give me,,,Geleda baboon,Give me a photorealistic image of a Geleda baboon that is 29 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Geleda baboon'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Geleda baboon that is 29 years old.'? Is the correct temporal knowledge applied (i.e. 29 years old)? Just reply with 'yes' or 'no'.,blackforest,Animals,20.0,36.0,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Cap%20de%20Concesse.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dschelada%2C%20Tierpark%20Berlin%2C%20506-612.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Southern%20gelada%20%28Theropithecus%20gelada%20obscura%29%20female%20with%20baby.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Southern%20gelada%20%28Theropithecus%20gelada%20obscurus%29%20male.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Animals_1225.png,0,0,0.0,0.0,0,0.0
818,unrealistic age,,Create,,,Dassie Rat,Create a photorealistic image of a Dassie Rat that is 10 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Dassie Rat'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Dassie Rat that is 10 years old.'? Is the correct temporal knowledge applied (i.e. 10 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,5.0,,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Petromus%20typicus.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_818.png,0,0,0.0,0.0,0,0.0
1829,unrealistic age,,Generate,,,Manatee,Generate a photorealistic image of a Manatee that is 55 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Manatee'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Manatee that is 55 years old.'? Is the correct temporal knowledge applied (i.e. 55 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,40.0,69.0,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Endangered%20Florida%20manatee%20%28Trichechus%20manatus%29%20%287636816484%29.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_1829.png,1,1,0.0,1.0,1,1.0
1699,realistic age,,Create,,,South American Coati,Create a photorealistic image of a South American Coati that is 12.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'South American Coati'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a South American Coati that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,14.0,23.7,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Coati%20roux%20Amiens%204.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coati2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/I%20am%20coati.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_1699.png,1,1,0.0,0.0,0,1.0
2321,unrealistic age,,Create,,,Rock Hyrax,Create a photorealistic image of a Rock Hyrax that is 12 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Rock Hyrax'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Rock Hyrax that is 12 years old.'? Is the correct temporal knowledge applied (i.e. 12 years old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,10.0,14.8,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Cape%20Dassie.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Procavia-capensis-Posing.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Procavia%20capensis.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Profile%20of%20a%20cape%20dassie.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_2321.png,0,0,0.0,0.0,1,0.0
961,unrealistic age,,Create,,,Eland,Create a photorealistic image of an Eland that is 21 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Eland'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Eland that is 21 years old.'? Is the correct temporal knowledge applied (i.e. 21 years old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,15.0,26.1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Taurotragus%20oryx%20%28captive%29.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_961.png,1,1,0.0,1.0,1,1.0
33,unrealistic age,,Create,,,African Bush Elephant,Create a photorealistic image of an African Bush Elephant that is 52 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an African Bush Elephant that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,70.0,65.0,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_33.png,1,1,0.0,1.0,1,1.0
2298,unrealistic age,,Give me,,,Rhinoceros,Give me a photorealistic image of a Rhinoceros that is 114 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Rhinoceros'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Rhinoceros that is 114 years old.'? Is the correct temporal knowledge applied (i.e. 114 years old)? Just reply with 'yes' or 'no'.,sdv15,Animals,50.0,57.0,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Rhinoceros.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rhinoceros-Ionesco-2007.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rhinoc%C3%A9ros%20Jacquemart%20mus%C3%A9e%20d%27Orsay%20RF%203753.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Enea%20Vico%20after%20Albrecht%20D%C3%BCrer%2C%20Rhinoceros%2C%201548%2C%20NGA%2073146.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_2298.png,0,0,0.0,1.0,1,0.0
2191,realistic age,,Produce,,,Proboscis Monkey,Produce a photorealistic image of a Proboscis Monkey that is 12.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Proboscis Monkey'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Proboscis Monkey that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,20.0,25.1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20monkey%20%28Nasalis%20larvatus%29%20male%20Labuk%20Bay.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkey%20in%20Borneo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Proboscis%20Monkeys%20%28Nasalis%20larvatus%29%20female%20with%20young%20%2814130225406%29.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_2191.png,1,1,0.0,0.0,1,1.0
1010,unrealistic age,,Create,,,Ethiopian Wolf,Create a photorealistic image of an Ethiopian Wolf that is 24 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Ethiopian Wolf'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Ethiopian Wolf that is 24 years old.'? Is the correct temporal knowledge applied (i.e. 24 years old)? Just reply with 'yes' or 'no'.,blackforest,Animals,12.0,,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Canis%20simensis%20Bale%20Mountains%201.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/EthiopianWolf1.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Animals_1010.png,0,0,0.0,1.0,0,0.0
1612,youth,,Produce,,,Javan Warty Pig,Produce a photorealistic image of a Javan Warty Pig that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Javan Warty Pig'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Javan Warty Pig that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdv15,Animals,14.0,17.0,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Sus%20verrucosus.png,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_1612.png,0,0,1.0,0.0,0,0.0
2679,realistic age,,Generate,,,Wildebeest,Generate a photorealistic image of a Wildebeest that is 12.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Wildebeest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Wildebeest that is 12.0 years old.'? Is the correct temporal knowledge applied (i.e. 120 years old)? Just reply with 'yes' or 'no'.,sdv15,Animals,20.0,24.3,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Wildebeest%2C%20Ngorongoro.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_2679.png,1,1,0.0,0.0,1,1.0
1594,unrealistic age,,Give me,,,Javan Rhinoceros,Give me a photorealistic image of a Javan Rhinoceros that is 80 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Javan Rhinoceros'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Javan Rhinoceros that is 80 years old.'? Is the correct temporal knowledge applied (i.e. 80 years old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,40.0,,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Rhinoceros%20sondaicus%20in%20London%20Zoo.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_1594.png,0,0,0.0,1.0,1,0.0
902,unrealistic age,,Generate,,,Domestic Horse,Generate a photorealistic image of a Domestic Horse that is 60 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Domestic Horse'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Domestic Horse that is 60 years old.'? Is the correct temporal knowledge applied (i.e. 60 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,30.0,,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Lipicanec%20PRMO.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_902.png,0,0,0.0,0.0,1,0.0
